10,1,3,,5,6,7,8,9,10
24,600,610,11.91,175.67,,,269.73,445.4,kg/m
24,600,610,12.7,187.07,XS,,268.27,455.34,kg/m
24,600,610,14.27,209.65,,30,265.4,475.05,kg/m
24,600,610,15.88,232.67,,,262.47,495.14,kg/m
24,600,610,17.48,255.43,,40,259.57,515,kg/m
24,600,610,19.05,277.63,,,256.74,534.37,kg/m
24,600,610,20.62,299.71,,,253.93,553.64,kg/m
24,600,610,22.23,322.23,,,251.07,573.3,kg/m
24,600,610,23.83,344.48,,,248.23,592.71,kg/m
24,600,610,24.61,355.28,,60,246.86,602.14,kg/m
24,600,610,25.4,366.19,,,245.47,611.66,kg/m
24,600,610,26.97,387.79,,,242.72,630.51,kg/m
24,600,610,28.58,409.8,,,239.92,649.72,kg/m
24,600,610,30.18,431.55,,,237.15,668.7,kg/m
24,600,610,30.96,442.11,,80,235.8,677.91,kg/m
24,600,610,31.75,452.77,,,234.44,687.21,kg/m
24,600,610,33.32,473.87,,,231.76,705.63,kg/m
24,600,610,34.93,495.38,,,229.02,724.4,kg/m
24,600,610,36.53,516.63,,,226.31,742.94,kg/m
24,600,610,38.1,537.36,,,223.67,761.03,kg/m
24,600,610,38.89,547.74,,100,222.35,770.09,kg/m
24,600,610,39.67,557.97,,,221.05,779.02,kg/m
24,600,610,46.02,640.07,,120,210.6,850.67,kg/m
24,600,610,52.37,720.19,,140,200.4,920.59,kg/m
24,600,610,59.54,808.27,,160,189.18,997.45,kg/m
26,650,660,6.35,102.36,,,328.91,431.27,kg/m
26,650,660,7.14,114.96,,,327.3,442.26,kg/m
26,650,660,7.92,127.36,,10,325.72,453.08,kg/m
26,650,660,8.74,140.37,,,324.07,464.44,kg/m
26,650,660,9.53,152.88,STD,,322.48,475.36,kg/m
26,650,660,10.31,165.19,,,320.91,486.1,kg/m
26,650,660,11.13,178.1,,,319.26,497.36,kg/m
26,650,660,11.91,190.36,,,317.7,508.06,kg/m
26,650,660,12.7,202.74,XS,20,316.13,518.87,kg/m
26,650,660,14.27,227.25,,,313.01,540.26,kg/m
26,650,660,15.88,252.25,,,309.82,562.07,kg/m
26,650,660,17.48,276.98,,,306.67,583.65,kg/m
26,650,660,19.05,301.12,,,303.6,604.72,kg/m
26,650,660,20.62,325.14,,,300.54,625.68,kg/m
26,650,660,22.23,349.64,,,297.42,647.06,kg/m
26,650,660,23.83,373.87,,,294.34,668.21,kg/m
26,650,660,25.4,397.51,,,291.33,688.84,kg/m
28,700,711,6.35,110.35,,,382.78,493.13,kg/m
28,700,711,7.14,123.94,,,381.05,504.99,kg/m
28,700,711,7.92,137.32,,10,379.34,516.66,kg/m
28,700,711,8.74,151.37,,,377.56,528.93,kg/m
28,700,711,9.53,164.86,STD,,375.84,540.7,kg/m
28,700,711,10.31,178.16,,,374.15,552.31,kg/m
28,700,711,11.13,192.1,,,372.37,564.47,kg/m
28,700,711,11.91,205.34,,,370.68,576.02,kg/m
28,700,711,12.7,218.71,XS,20,368.98,587.69,kg/m
28,700,711,14.27,245.19,,,365.61,610.8,kg/m
28,700,711,15.88,272.23,,30,362.17,634.4,kg/m
28,700,711,17.48,298.96,,,358.76,657.72,kg/m
28,700,711,19.05,325.08,,,355.44,680.52,kg/m
28,700,711,20.62,351.07,,,352.13,703.2,kg/m
28,700,711,22.23,377.6,,,348.75,726.35,kg/m
28,700,711,23.83,403.84,,,345.41,749.25,kg/m
28,700,711,25.4,429.46,,,342.15,771.61,kg/m
30,750,762,6.35,118.34,,5,440.73,559.07,kg/m
30,750,762,7.14,132.92,,,438.88,571.8,kg/m
30,750,762,7.92,147.29,,10,437.05,584.34,kg/m
30,750,762,8.74,162.36,,,435.13,597.49,kg/m
30,750,762,9.53,176.85,STD,,433.28,610.13,kg/m
30,750,762,10.31,191.12,,,431.47,622.59,kg/m
30,750,762,11.13,206.1,,,429.56,635.66,kg/m
30,750,762,11.91,220.32,,,427.75,648.07,kg/m
30,750,762,12.7,234.68,XS,20,425.92,660.6,kg/m
30,750,762,14.27,263.14,,,422.3,685.44,kg/m
30,750,762,15.88,292.2,,30,418.6,710.8,kg/m
30,750,762,17.48,320.95,,,414.94,735.89,kg/m
30,750,762,19.05,349.04,,,411.36,760.4,kg/m
30,750,762,20.62,377.01,,,407.8,784.81,kg/m
30,750,762,22.23,405.56,,,404.16,809.72,kg/m
30,750,762,23.83,433.81,,,400.57,834.38,kg/m
30,750,762,25.4,461.41,,,397.05,858.46,kg/m
30,750,762,26.97,488.88,,,393.55,882.43,kg/m
30,750,762,28.58,516.93,,,389.98,906.91,kg/m
30,750,762,30.18,544.68,,,386.45,931.13,kg/m
30,750,762,31.75,571.79,,,383,954.79,kg/m
32,800,813,6.35,126.32,,,502.77,629.09,kg/m
32,800,813,7.14,141.9,,,500.79,642.69,kg/m
32,800,813,7.92,157.25,,10,498.83,656.08,kg/m
32,800,813,8.74,173.35,,,496.78,670.13,kg/m
32,800,813,9.53,188.83,STD,,494.81,683.64,kg/m
32,800,813,10.31,204.09,,,492.87,696.96,kg/m
32,800,813,11.13,220.1,,,490.83,710.93,kg/m
32,800,813,11.91,235.29,,,488.9,724.19,kg/m
32,800,813,12.7,250.65,XS,20,486.94,737.59,kg/m
32,800,813,14.27,281.09,,,483.07,764.16,kg/m
32,800,813,15.88,312.17,,30,479.11,791.28,kg/m
32,800,813,17.48,342.94,,40,475.19,818.13,kg/m
32,800,813,19.05,373,,,471.36,844.36,kg/m
32,800,813,20.62,402.94,,,467.55,870.49,kg/m
32,800,813,22.23,433.52,,,463.66,897.18,kg/m
32,800,813,23.83,463.78,,,459.81,923.59,kg/m
32,800,813,25.4,493.35,,,456.04,949.39,kg/m
32,800,813,26.97,522.8,,,452.29,975.09,kg/m
32,800,813,28.58,552.88,,,448.46,1001.34,kg/m
32,800,813,30.18,582.64,,,444.67,1027.31,kg/m
32,800,813,31.75,611.72,,,440.97,1052.69,kg/m
34,850,864,6.35,134.31,,,568.89,703.2,kg/m
34,850,864,7.14,150.88,,,566.78,717.66,kg/m
34,850,864,7.92,167.21,,10,564.7,731.91,kg/m
34,850,864,8.74,184.34,,,562.52,746.86,kg/m
34,850,864,9.53,200.82,STD,,560.43,761.25,kg/m
34,850,864,10.31,217.06,,,558.36,775.42,kg/m
34,850,864,11.13,234.1,,,556.19,790.29,kg/m
34,850,864,11.91,250.27,,,554.13,804.4,kg/m
34,850,864,12.7,266.63,XS,20,552.05,818.68,kg/m
34,850,864,14.27,299.04,,,547.92,846.96,kg/m
34,850,864,15.88,332.14,,30,543.7,875.84,kg/m
34,850,864,17.48,364.92,,40,539.53,904.45,kg/m
34,850,864,19.05,396.96,,,535.45,932.41,kg/m
34,850,864,20.62,428.88,,,531.39,960.27,kg/m
34,850,864,22.23,461.48,,,527.24,988.72,kg/m
34,850,864,23.83,493.75,,,523.13,1016.88,kg/m
34,850,864,25.4,525.3,,,519.11,1044.41,kg/m
34,850,864,26.97,556.73,,,515.11,1071.84,kg/m
34,850,864,28.58,588.83,,,511.02,1099.85,kg/m
34,850,864,30.18,620.6,,,506.98,1127.58,kg/m
34,850,864,31.75,651.65,,,503.02,1154.67,kg/m
36,900,914,6.35,142.14,,,637.68,779.82,kg/m
36,900,914,7.14,159.68,,,635.45,795.13,kg/m
36,900,914,7.92,176.97,,10,633.25,810.22,kg/m
36,900,914,8.74,195.12,,,630.94,826.06,kg/m
36,900,914,9.53,212.57,STD,,628.72,841.29,kg/m
36,900,914,10.31,229.77,,,626.53,856.3,kg/m
36,900,914,11.13,247.82,,,624.23,872.05,kg/m
36,900,914,11.91,264.96,,,622.05,887.01,kg/m
36,900,914,12.7,282.29,XS,20,619.84,902.13,kg/m
36,900,914,14.27,316.63,,,615.47,932.1,kg/m
36,900,914,15.88,351.73,,30,611,962.73,kg/m
36,900,914,17.48,386.47,,,606.57,993.04,kg/m
36,900,914,19.05,420.45,,40,602.25,1022.7,kg/m
36,900,914,20.62,454.3,,,597.94,1052.24,kg/m
36,900,914,22.23,488.89,,,593.53,1082.42,kg/m
36,900,914,23.83,523.14,,,589.17,1112.31,kg/m
36,900,914,25.4,556.62,,,584.91,1141.53,kg/m
36,900,914,26.97,589.98,,,580.66,1170.64,kg/m
36,900,914,28.58,624.07,,,576.32,1200.39,kg/m
36,900,914,30.18,657.81,,,572.03,1229.84,kg/m
36,900,914,31.75,690.8,,,567.82,1258.62,kg/m
38,950,965,7.92,186.94,,,707.21,894.15,kg/m
38,950,965,8.74,206.11,,,704.76,910.87,kg/m
38,950,965,9.53,224.56,STD,,702.41,926.97,kg/m
38,950,965,10.31,242.74,,,700.1,942.84,kg/m
38,950,965,11.13,261.82,,,697.67,959.49,kg/m
38,950,965,11.91,279.94,,,695.36,975.3,kg/m
38,950,965,12.7,298.26,XS,,693.03,991.29,kg/m
38,950,965,14.27,334.58,,,688.41,1022.99,kg/m
38,950,965,15.88,371.7,,,683.68,1055.38,kg/m
38,950,965,17.48,408.46,,,679,1087.46,kg/m
38,950,965,19.05,444.41,,,674.42,1118.83,kg/m
38,950,965,20.62,480.24,,,669.86,1150.1,kg/m
38,950,965,22.23,516.85,,,665.2,1182.05,kg/m
38,950,965,23.83,553.11,,,660.58,1213.69,kg/m
38,950,965,25.4,588.57,,,656.07,1244.64,kg/m
38,950,965,26.97,623.9,,,651.57,1275.47,kg/m
38,950,965,28.58,660.01,,,646.97,1306.98,kg/m
38,950,965,30.18,695.77,,,642.42,1338.19,kg/m
38,950,965,31.75,730.74,,,637.97,1368.71,kg/m
40,1000,1016,7.92,196.9,,,785.25,982.15,kg/m
40,1000,1016,8.74,217.11,,,782.67,999.78,kg/m
40,1000,1016,9.53,236.54,STD,,780.2,1016.74,kg/m
40,1000,1016,10.31,255.71,,,777.76,1033.47,kg/m
40,1000,1016,11.13,275.82,,,775.2,1051.02,kg/m
40,1000,1016,11.91,294.92,,,772.77,1067.69,kg/m
40,1000,1016,12.7,314.23,XS,,770.31,1084.54,kg/m
40,1000,1016,14.27,352.53,,,765.43,1117.96,kg/m
40,1000,1016,15.88,391.67,,,760.45,1152.12,kg/m
40,1000,1016,17.48,430.45,,,755.51,1185.96,kg/m
40,1000,1016,19.05,468.37,,,750.68,1219.05,kg/m
40,1000,1016,20.62,506.17,,,745.87,1252.04,kg/m
40,1000,1016,22.23,544.81,,,740.95,1285.76,kg/m
40,1000,1016,23.83,583.08,,,736.08,1319.16,kg/m
40,1000,1016,25.4,620.51,,,731.31,1351.82,kg/m
40,1000,1016,26.97,657.82,,,726.56,1384.38,kg/m
40,1000,1016,28.58,695.96,,,721.7,1417.66,kg/m
40,1000,1016,30.18,733.73,,,716.89,1450.62,kg/m
40,1000,1016,31.75,770.67,,,712.19,1482.86,kg/m
42,1050,1067,8.74,228.1,,,864.67,1092.77,kg/m
42,1050,1067,9.53,248.53,STD,,862.06,1110.59,kg/m
42,1050,1067,10.31,268.67,,,859.5,1128.17,kg/m
42,1050,1067,11.13,289.82,,,856.81,1146.63,kg/m
42,1050,1067,11.91,309.9,,,854.25,1164.15,kg/m
42,1050,1067,12.7,330.21,XS,,851.67,1181.88,kg/m
42,1050,1067,14.27,370.48,,,846.54,1217.02,kg/m
42,1050,1067,15.88,411.64,,,841.3,1252.94,kg/m
42,1050,1067,17.48,452.43,,,836.1,1288.53,kg/m
42,1050,1067,19.05,492.33,,,831.02,1323.35,kg/m
42,1050,1067,20.62,532.11,,,825.96,1358.07,kg/m
42,1050,1067,22.23,572.77,,,820.78,1393.55,kg/m
42,1050,1067,23.83,613.05,,,815.65,1428.7,kg/m
42,1050,1067,25.4,652.46,,,810.64,1463.1,kg/m
42,1050,1067,26.97,691.75,,,805.63,1497.38,kg/m
42,1050,1067,28.58,731.91,,,800.52,1532.43,kg/m
42,1050,1067,30.18,771.69,,,795.45,1567.14,kg/m
42,1050,1067,31.75,810.6,,,790.5,1601.1,kg/m
44,1100,1118,8.74,239.09,,,950.74,1189.83,kg/m
44,1100,1118,9.53,260.52,STD,,948.02,1208.54,kg/m
44,1100,1118,10.31,281.64,,,945.33,1226.97,kg/m
44,1100,1118,11.13,303.82,,,942.5,1246.32,kg/m
44,1100,1118,11.91,324.88,,,939.82,1264.7,kg/m
44,1100,1118,12.7,346.18,XS,,937.11,1283.29,kg/m
44,1100,1118,14.27,388.42,,,931.73,1320.15,kg/m
44,1100,1118,15.88,431.62,,,926.23,1357.85,kg/m
44,1100,1118,17.48,474.42,,,920.78,1395.2,kg/m
44,1100,1118,19.05,516.29,,,915.45,1431.74,kg/m
44,1100,1118,20.62,558.04,,,910.13,1468.17,kg/m
44,1100,1118,22.23,600.73,,,904.7,1505.43,kg/m
44,1100,1118,23.83,643.03,,,899.31,1542.34,kg/m
44,1100,1118,25.4,684.41,,,894.04,1578.45,kg/m
44,1100,1118,26.97,725.67,,,888.79,1614.46,kg/m
44,1100,1118,28.58,767.85,,,883.42,1651.27,kg/m
44,1100,1118,30.18,809.65,,,878.1,1687.75,kg/m
44,1100,1118,31.75,850.54,,,872.89,1723.43,kg/m
46,1150,1168,8.74,249.87,,,1039.1,1288.97,kg/m
46,1150,1168,9.53,272.27,STD,,1036.24,1308.51,kg/m
46,1150,1168,10.31,294.35,,,1033.43,1327.78,kg/m
46,1150,1168,11.13,317.54,,,1030.48,1348.02,kg/m
46,1150,1168,11.91,339.56,,,1027.68,1367.24,kg/m
46,1150,1168,12.7,361.84,XS,,1024.84,1386.68,kg/m
46,1150,1168,14.27,406.02,,,1019.21,1425.23,kg/m
46,1150,1168,15.88,451.2,,,1013.46,1464.66,kg/m
46,1150,1168,17.48,495.97,,,1007.76,1503.73,kg/m
46,1150,1168,19.05,539.78,,,1002.18,1541.96,kg/m
46,1150,1168,20.62,583.47,,,996.62,1580.09,kg/m
46,1150,1168,22.23,628.14,,,990.93,1619.07,kg/m
46,1150,1168,23.83,672.41,,,985.3,1657.71,kg/m
46,1150,1168,25.4,715.73,,,979.78,1695.51,kg/m
46,1150,1168,26.97,758.92,,,974.28,1733.2,kg/m
46,1150,1168,28.58,803.09,,,968.66,1771.75,kg/m
46,1150,1168,30.18,846.86,,,963.09,1809.95,kg/m
46,1150,1168,31.75,889.69,,,957.63,1847.32,kg/m
48,1200,1219,8.74,260.86,,,1133.26,1394.12,kg/m
48,1200,1219,9.53,284.25,STD,,1130.28,1414.53,kg/m
48,1200,1219,10.31,307.32,,,1127.34,1434.66,kg/m
48,1200,1219,11.13,331.54,,,1124.26,1455.8,kg/m
48,1200,1219,11.91,354.54,,,1121.33,1475.87,kg/m
48,1200,1219,12.7,377.81,XS,,1118.37,1496.18,kg/m
48,1200,1219,14.27,423.97,,,1112.49,1536.46,kg/m
48,1200,1219,15.88,471.17,,,1106.48,1577.65,kg/m
48,1200,1219,17.48,517.95,,,1100.53,1618.48,kg/m
48,1200,1219,19.05,563.74,,,1094.7,1658.44,kg/m
48,1200,1219,20.62,609.4,,,1088.88,1698.28,kg/m
48,1200,1219,22.23,656.1,,,1082.94,1739.04,kg/m
48,1200,1219,23.83,702.38,,,1077.04,1779.42,kg/m
48,1200,1219,25.4,747.67,,,1071.28,1818.95,kg/m
48,1200,1219,26.97,792.84,,,1065.53,1858.37,kg/m
48,1200,1219,28.58,839.04,,,1059.64,1898.68,kg/m
48,1200,1219,30.18,884.82,,,1053.82,1938.64,kg/m
48,1200,1219,31.75,929.62,,,1048.11,1977.73,kg/m
52,1300,1321,9.53,308.23,,,1330.61,1638.84,kg/m
52,1300,1321,10.31,333.26,,,1327.42,1660.68,kg/m
52,1300,1321,11.13,359.54,,,1324.07,1683.61,kg/m
52,1300,1321,11.91,384.5,,,1320.9,1705.4,kg/m
52,1300,1321,12.7,409.76,,,1317.68,1727.44,kg/m
52,1300,1321,14.27,459.86,,,1311.3,1771.16,kg/m
52,1300,1321,15.88,511.12,,,1304.77,1815.89,kg/m
52,1300,1321,17.48,561.93,,,1298.31,1860.24,kg/m
52,1300,1321,19.05,611.66,,,1291.97,1903.63,kg/m
52,1300,1321,20.62,661.27,,,1285.66,1946.93,kg/m
52,1300,1321,22.23,712.02,,,1279.2,1991.22,kg/m
52,1300,1321,23.83,762.33,,,1272.79,2035.12,kg/m
52,1300,1321,25.4,811.57,,,1266.52,2078.09,kg/m
52,1300,1321,26.97,860.69,,,1260.27,2120.96,kg/m
52,1300,1321,28.58,910.93,,,1253.87,2164.8,kg/m
52,1300,1321,30.18,960.74,,,1247.53,2208.27,kg/m
52,1300,1321,31.75,1009.49,,,1241.32,2250.81,kg/m
56,1400,1422,9.53,331.96,,,1545.06,1877.02,kg/m
56,1400,1422,10.31,358.94,,,1541.63,1900.57,kg/m
56,1400,1422,11.13,387.26,,,1538.02,1925.28,kg/m
56,1400,1422,11.91,414.17,,,1534.6,1948.77,kg/m
56,1400,1422,12.7,441.39,,,1531.13,1972.52,kg/m
56,1400,1422,14.27,495.41,,,1524.25,2019.66,kg/m
56,1400,1422,15.88,550.67,,,1517.22,2067.89,kg/m
56,1400,1422,17.48,605.46,,,1510.24,2115.7,kg/m
56,1400,1422,19.05,659.11,,,1503.41,2162.52,kg/m
56,1400,1422,20.62,712.63,,,1496.6,2209.23,kg/m
56,1400,1422,22.23,767.39,,,1489.62,2257.01,kg/m
56,1400,1422,23.83,821.68,,,1482.71,2304.39,kg/m
56,1400,1422,25.4,874.83,,,1475.94,2350.77,kg/m
56,1400,1422,26.97,927.86,,,1469.19,2397.05,kg/m
56,1400,1422,28.58,982.12,,,1462.28,2444.4,kg/m
56,1400,1422,30.18,1035.91,,,1455.43,2491.34,kg/m
56,1400,1422,31.75,1088.57,,,1448.73,2537.3,kg/m
60,1500,1524,9.53,355.94,,,1777.9,2133.84,kg/m
60,1500,1524,10.31,384.87,,,1774.21,2159.08,kg/m
60,1500,1524,11.13,415.26,,,1770.35,2185.61,kg/m
60,1500,1524,11.91,444.13,,,1766.67,2210.8,kg/m
60,1500,1524,12.7,473.34,,,1762.95,2236.29,kg/m
60,1500,1524,14.27,531.3,,,1755.57,2286.87,kg/m
60,1500,1524,15.88,590.62,,,1748.02,2338.64,kg/m
60,1500,1524,17.48,649.44,,,1740.53,2389.97,kg/m
60,1500,1524,19.05,707.03,,,1733.2,2440.23,kg/m
60,1500,1524,20.62,764.5,,,1725.88,2490.38,kg/m
60,1500,1524,22.23,823.31,,,1718.39,2541.7,kg/m
60,1500,1524,23.83,881.63,,,1710.97,2592.6,kg/m
60,1500,1524,25.4,938.73,,,1703.69,2642.42,kg/m
60,1500,1524,26.97,995.71,,,1696.44,2692.15,kg/m
60,1500,1524,28.58,1054.01,,,1689.02,2743.03,kg/m
60,1500,1524,30.18,1111.83,,,1681.66,2793.49,kg/m
60,1500,1524,31.75,1168.44,,,1674.45,2842.89,kg/m
64,1600,1626,9.53,379.91,,,2027.07,2406.98,kg/m
64,1600,1626,10.31,410.81,,,2023.13,2433.94,kg/m
64,1600,1626,11.13,443.25,,,2019,2462.25,kg/m
64,1600,1626,11.91,474.09,,,2015.07,2489.16,kg/m
64,1600,1626,12.7,505.29,,,2011.1,2516.39,kg/m
64,1600,1626,14.27,567.2,,,2003.22,2570.42,kg/m
64,1600,1626,15.88,630.56,,,1995.15,2625.71,kg/m
64,1600,1626,17.48,693.41,,,1987.15,2680.56,kg/m
64,1600,1626,19.05,754.95,,,1979.31,2734.26,kg/m
64,1600,1626,20.62,816.37,,,1971.49,2787.86,kg/m
64,1600,1626,22.23,879.23,,,1963.49,2842.72,kg/m
64,1600,1626,23.83,941.57,,,1955.55,2897.12,kg/m
64,1600,1626,25.4,1002.62,,,1947.78,2950.4,kg/m
64,1600,1626,26.97,1063.55,,,1940.02,3003.57,kg/m
64,1600,1626,28.58,1125.9,,,1932.08,3057.98,kg/m
64,1600,1626,30.18,1187.74,,,1924.21,3111.95,kg/m
64,1600,1626,31.75,1248.3,,,1916.5,3164.8,kg/m
68,1700,1727,11.91,503.75,,,2277.14,2780.89,kg/m
68,1700,1727,12.7,536.92,,,2272.92,2809.84,kg/m
68,1700,1727,14.27,602.74,,,2264.54,2867.28,kg/m
68,1700,1727,15.88,670.12,,,2255.96,2926.08,kg/m
68,1700,1727,17.48,736.95,,,2247.45,2984.4,kg/m
68,1700,1727,19.05,802.4,,,2239.12,3041.52,kg/m
68,1700,1727,20.62,867.73,,,2230.8,3098.53,kg/m
68,1700,1727,22.23,934.6,,,2222.28,3156.88,kg/m
68,1700,1727,23.83,1000.92,,,2213.84,3214.76,kg/m
68,1700,1727,25.4,1065.89,,,2205.57,3271.46,kg/m
68,1700,1727,26.97,1130.73,,,2197.31,3328.04,kg/m
68,1700,1727,28.58,1197.09,,,2188.86,3385.95,kg/m
68,1700,1727,30.18,1262.92,,,2180.48,3443.4,kg/m
68,1700,1727,31.75,1327.39,,,2172.27,3499.66,kg/m
72,1800,1829,12.7,568.87,,,2553.58,3122.45,kg/m
72,1800,1829,14.27,638.64,,,2544.7,3183.34,kg/m
72,1800,1829,15.88,710.06,,,2535.6,3245.66,kg/m
72,1800,1829,17.48,780.92,,,2526.58,3307.5,kg/m
72,1800,1829,19.05,850.32,,,2517.74,3368.06,kg/m
72,1800,1829,20.62,919.6,,,2508.92,3428.52,kg/m
72,1800,1829,22.23,990.52,,,2499.89,3490.41,kg/m
72,1800,1829,23.83,1060.87,,,2490.94,3551.81,kg/m
72,1800,1829,25.4,1129.78,,,2482.16,3611.94,kg/m
72,1800,1829,26.97,1198.57,,,2473.4,3671.97,kg/m
72,1800,1829,28.58,1268.98,,,2464.44,3733.42,kg/m
72,1800,1829,30.18,1338.83,,,2455.54,3794.37,kg/m
72,1800,1829,31.75,1407.25,,,2446.83,3854.08,kg/m
76,1900,1930,12.7,600.5,,,2847.58,3448.08,kg/m
76,1900,1930,14.27,674.18,,,2838.2,3512.38,kg/m
76,1900,1930,15.88,749.62,,,2828.6,3578.22,kg/m
76,1900,1930,17.48,824.45,,,2819.07,3643.52,kg/m
76,1900,1930,19.05,897.77,,,2809.73,3707.5,kg/m
76,1900,1930,20.62,970.96,,,2800.42,3771.38,kg/m
76,1900,1930,22.23,1045.89,,,2790.87,3836.76,kg/m
76,1900,1930,23.83,1120.22,,,2781.41,3901.63,kg/m
76,1900,1930,25.4,1193.05,,,2772.14,3965.19,kg/m
76,1900,1930,26.97,1265.74,,,2762.88,4028.62,kg/m
76,1900,1930,28.58,1340.17,,,2753.41,4093.58,kg/m
76,1900,1930,30.18,1414.01,,,2744,4158.01,kg/m
76,1900,1930,31.75,1486.33,,,2734.8,4221.13,kg/m
80,2000,2032,14.27,710.08,,,3150.87,3860.95,kg/m
80,2000,2032,15.88,789.56,,,3140.75,3930.31,kg/m
80,2000,2032,17.48,868.43,,,3130.71,3999.14,kg/m
80,2000,2032,19.05,945.69,,,3120.87,4066.56,kg/m
80,2000,2032,20.62,1022.83,,,3111.05,4133.88,kg/m
80,2000,2032,22.23,1101.81,,,3100.99,4202.8,kg/m
80,2000,2032,23.83,1180.17,,,3091.02,4271.19,kg/m
80,2000,2032,25.4,1256.94,,,3081.24,4338.18,kg/m
80,2000,2032,26.97,1333.59,,,3071.48,4405.07,kg/m
80,2000,2032,28.58,1412.06,,,3061.49,4473.55,kg/m
80,2000,2032,30.18,1489.92,,,3051.58,4541.5,kg/m
80,2000,2032,31.75,1566.2,,,3041.86,4608.06,kg/m
